Compound_CID,Name,Molecular_Weight,Polar_Area,Complexity,XLogP,Heavy_Atom_Count,H-Bond_Donor_Count,H-Bond_Acceptor_Count,Rotatable_Bond_Count
163342970,cyclo[N(Me)Ala-bAla-OGly(allyl)-D-Pro-Ile-DL-N(Me)Val],577.7,145.0,1020.0,2.3,41,2,7,5
134689754,"(4R,7R,10S,13S,17R,19S)-7-[(2-bromo-1H-indol-3-yl)methyl]-4-(4-hydroxyphenyl)-8,10,13,15,17,19-hexamethyl-1-oxa-5,8,11-triazacyclononadec-15-ene-2,6,9,12-tetrone",709.7,141.0,1140.0,5.6,47,4,6,3
71308749,Destruxin A from Metarrhizium anisopliae,577.7,145.0,1020.0,2.3,41,2,7,5
129729792,"[(1S,2R,3R,4S,5R,6S,8R,9S,13S,16S,17R,18S)-11-ethyl-8,9-dihydroxy-4,6,16,18-tetramethoxy-11-azahexacyclo[7.7.2.12,5.01,10.03,8.013,17]nonadecan-13-yl]methyl 2-[(3S)-3-methyl-2,5-dioxopyrrolidin-1-yl]benzoate;hydrochloride",719.3,144.0,1380.0,,50,3,11,10
5459119,CID 5459119,682.8,144.0,1380.0,1.0,49,2,11,10
101290189,"[(1R,4S,5'S,6R,6'R,8R,10Z,13R,14Z,16Z,20R,21R,24S)-21,24-dihydroxy-5',6',11,13-tetramethyl-2-oxospiro[3,7,19-trioxatetracyclo[15.6.1.14,8.020,24]pentacosa-10,14,16,22-tetraene-6,2'-oxane]-22-yl]methyl 1H-pyrrole-2-carboxylate",637.8,137.0,1290.0,3.2,46,3,9,4
139031013,"(1R,4S,5'S,6R,6'S,8R,10E,13R,16E,20R,21R,24S)-21,24-dihydroxy-4'-methoxyimino-5',11,13,22-tetramethyl-6'-[(E)-4-methylpent-2-en-2-yl]spiro[3,7,19-trioxatetracyclo[15.6.1.14,8.020,24]pentacosa-10,14,16,22-tetraene-6,2'-oxane]-2-one",639.8,116.0,1340.0,4.3,46,2,9,3
17988638,"(2Z)-2-[2-[[(Z)-[(3Z,4Z)-3,4-bis(methoxyimino)pentan-2-ylidene]amino]oxymethyl]phenyl]-2-methoxyimino-N-methylacetamide",391.4,115.0,630.0,2.5,28,1,9,10
121595926,"(4'Z,10E,14E,16E)-21,24-dihydroxy-4'-methoxyimino-5',11,13,22-tetramethyl-6'-[(E)-4-methylpent-2-en-2-yl]spiro[3,7,19-trioxatetracyclo[15.6.1.14,8.020,24]pentacosa-10,14,16,22-tetraene-6,2'-oxane]-2-one",639.8,116.0,1340.0,4.3,46,2,9,3
139215932,"[(1S,2R,3R,4S,5R,6S,8R,9S,13S,16R,17R,18S)-11-ethyl-8,9-dihydroxy-4,6,16,18-tetramethoxy-11-azahexacyclo[7.7.2.12,5.01,10.03,8.013,17]nonadecan-13-yl]methyl 2-(3-methyl-2,5-dioxopyrrolidin-1-yl)benzoate",682.8,144.0,1380.0,1.0,49,2,11,10
146156566,"(6S,24'S)-2-cyclohexyl-21',24'-dihydroxy-12'-[5-(5-hydroxy-4-methoxy-6-methyloxan-2-yl)oxy-4-methoxy-6-methyloxan-2-yl]oxy-3,11',13',22'-tetramethylspiro[2,3-dihydropyran-6,6'-3,7,19-trioxatetracyclo[15.6.1.14,8.020,24]pentacosa-10,14,16,22-tetraene]-2'-one",899.1,170.0,1790.0,4.5,64,3,14,7
146675242,"(1S,7S)-8-(hydroxy-phenyl-pyridin-2-ylmethyl)-10-[phenyl(pyridin-2-yl)methylidene]-4-azatricyclo[5.2.1.02,6]dec-8-ene-3,5-dione",511.6,92.2,1040.0,3.1,39,2,5,5
162340896,"(1'R,2R,3S,4'S,6S,8'R,10'E,12'S,13'S,14'E,20'R,21'R,24'S)-2-cyclohexyl-21',24'-dihydroxy-12'-[(2R,4S,5S,6S)-5-[(2S,4S,5S,6S)-5-hydroxy-4-methoxy-6-methyloxan-2-yl]oxy-4-methoxy-6-methyloxan-2-yl]oxy-3,11',13',22'-tetramethylspiro[2,3-dihydropyran-6,6'-3,7,19-trioxatetracyclo[15.6.1.14,8.020,24]pentacosa-10,14,16,22-tetraene]-2'-one",899.1,170.0,1790.0,4.5,64,3,14,7
13064775,"3-phenoxybenzyl(1R)cis-2,2-dimethyl-3-(2,2-dibromovinyl)cyclopropane carboxylate",480.2,35.5,521.0,6.6,26,0,3,7
6436009,"(1R,4S,4'Z,5'S,6R,8R,10E,13R,14E,16E,20R,21R,24S)-21,24-Dihydroxy-4'-methoxyimino-5',11,13,22-tetramethyl-6'-[(E)-4-methylpent-2-en-2-yl]spiro[3,7,19-trioxatetracyclo[15.6.1.14,8.020,24]pentacosa-10,14,16,22-tetraene-6,2'-oxane]-2-one",639.8,116.0,1340.0,4.3,46,2,9,3
16212180,Doramectin synthetic,899.1,170.0,1790.0,4.5,64,3,14,7
25162932,1-Methyl-4-(1-methylpyridin-1-ium-4-yl)pyridin-1-ium;chloride;hydrate,239.72,8.8,145.0,,16,1,2,1
131751015,Mucidin B,258.31,35.5,371.0,3.9,19,0,3,6
101706697,"(2,3,5,6-tetrafluoro-4-prop-2-ynylphenyl)methyl (1R,3S)-2,2-dimethyl-3-[(E)-3-[(2-methylpropan-2-yl)oxy]-3-oxoprop-1-enyl]cyclopropane-1-carboxylate",440.4,52.6,747.0,4.9,31,0,8,9
137698359,25-cyclohexyl-5-O-demethyl-25-de(1-methylpropyl)avermectin A1a,899.1,170.0,1790.0,4.5,64,3,14,7
135476759,"4-[(2R,13R)-2,13-dihydroxy-13-[(2S,5S)-5-[(2S,5S)-5-[(1S)-1-hydroxyundecyl]oxolan-2-yl]oxolan-2-yl]tridecyl]-2-methyl-2H-furan-5-one",622.9,105.0,801.0,9.7,44,3,7,25
131954608,"(1R,4S,5'S,6R,6'S,8R,10E,13R,14E,20R,21R,24S)-21,24-dihydroxy-4'-methoxyimino-5',11,13,22-tetramethyl-6'-[(E)-4-methylpent-2-en-2-yl]spiro[3,7,19-trioxatetracyclo[15.6.1.14,8.020,24]pentacosa-10,14,16,22-tetraene-6,2'-oxane]-2-one",639.8,116.0,1340.0,4.3,46,2,9,3
137701808,"(6R,24S)-21,24-dihydroxy-4'-methoxyimino-5',11,13,22-tetramethyl-6'-(4-methylpent-2-en-2-yl)spiro[3,7,19-trioxatetracyclo[15.6.1.14,8.020,24]pentacosa-10,14,16,22-tetraene-6,2'-oxane]-2-one",639.8,116.0,1340.0,4.3,46,2,9,3
101290188,"[(1R,4S,5'S,6R,6'R,8R,10Z,13R,14Z,16Z,20R,21R,24S)-6'-ethyl-21,24-dihydroxy-5',11,13-trimethyl-2-oxospiro[3,7,19-trioxatetracyclo[15.6.1.14,8.020,24]pentacosa-10,14,16,22-tetraene-6,2'-oxane]-22-yl]methyl 1H-pyrrole-2-carboxylate",651.8,137.0,1310.0,3.7,47,3,9,5
101063449,"(2Z,3Z,5E)-6-[5,5-dimethyl-2-(2-methylprop-1-enyl)spiro[1,3-dioxolane-4,3'-2H-1,4-benzodioxine]-6'-yl]-2-(methoxymethylidene)-3-methylhexa-3,5-dienoic acid",442.5,83.5,818.0,5.0,32,1,7,6
101678929,"(1'R,2R,3S,4'S,6S,8'R,10'Z,12'S,13'S,14'Z,16'Z,20'R,21'R,24'S)-2-[(2S)-butan-2-yl]-21',24'-dihydroxy-12'-[(2R,4S,5S,6S)-4-methoxy-5-[(2S,4S,5R,6S)-4-methoxy-6-methyl-5-(methylamino)oxan-2-yl]oxy-6-methyloxan-2-yl]oxy-3,11',13',22'-tetramethylspiro[2,3-dihydropyran-6,6'-3,7,19-trioxatetracyclo[15.6.1.14,8.020,24]pentacosa-10,14,16,22-tetraene]-2'-one",886.1,162.0,1750.0,4.1,63,3,14,9
191987,[4-[2-(2-Methoxyethoxy)ethylcarbamoyl]phenyl]mercury;hydrate,440.87,48.6,220.0,,18,2,4,8
101656013,"(1'R,2R,3S,4'S,6S,8'R,10'Z,12'S,13'S,14'Z,16'Z,20'R,21'R,24'S)-2-cyclohexyl-21',24'-dihydroxy-12'-[(2R,4S,5S,6S)-5-[(2S,4S,5S,6S)-5-hydroxy-4-methoxy-6-methyloxan-2-yl]oxy-4-methoxy-6-methyloxan-2-yl]oxy-3,11',13',22'-tetramethylspiro[2,3-dihydropyran-6,6'-3,7,19-trioxatetracyclo[15.6.1.14,8.020,24]pentacosa-10,14,16,22-tetraene]-2'-one",899.1,170.0,1790.0,4.5,64,3,14,7
118701038,"(1S,2S,7R,8S)-1,8,9,10,11,11-hexachlorotetracyclo[6.2.1.13,6.02,7]dodeca-4,9-diene",364.9,0.0,481.0,4.5,18,0,0,0
5351343,"(7R,10S,13S,15E,17R,19S)-7-[(2-bromo-1H-indol-3-yl)methyl]-4-(4-hydroxyphenyl)-8,10,13,15,17,19-hexamethyl-1-oxa-5,8,11-triazacyclononadec-15-ene-2,6,9,12-tetrone",709.7,141.0,1140.0,5.6,47,4,6,3
101611446,"(2S,3S,6R,7R,8R)-1,8,9,10,11,11-hexachlorotetracyclo[6.2.1.13,6.02,7]dodeca-4,9-diene",364.9,0.0,481.0,4.5,18,0,0,0
102059823,"[(1R,3'R,4S,4'S,5'R,6S,6'R,8R,10Z,13R,14Z,16Z,20R,21R,24S)-3',21,24-trihydroxy-5',6',11,13,22-pentamethyl-2-oxospiro[3,7,19-trioxatetracyclo[15.6.1.14,8.020,24]pentacosa-10,14,16,22-tetraene-6,2'-oxane]-4'-yl] 2-methylhexanoate",672.8,141.0,1320.0,4.2,48,3,10,6
102090390,"(2S,3R,6S,7R,8R)-1,8,9,10,11,11-hexachlorotetracyclo[6.2.1.13,6.02,7]dodeca-4,9-diene",364.9,0.0,481.0,4.5,18,0,0,0
131676138,CID 131676138,923.0,253.0,577.0,,68,0,14,6
71312615,"(1S,7R)-1,4,4,7,8,9,10,10-octachlorotricyclo[5.2.1.02,6]dec-8-ene",409.8,0.0,430.0,5.7,18,0,0,0
136677351,"[C-azanidyl-N-[(4R)-4-[[(2S)-5-azaniumyl-2-[[2-[[(2S)-2-[[(2S,3S)-2-[[2-[[(2S)-5-azaniumyl-2-[[(2S)-1-(2,4-dinitrophenyl)pyrrolidine-2-carbonyl]amino]-5-oxopentanoyl]amino]acetyl]amino]-3-methylpentanoyl]amino]propanoyl]amino]acetyl]amino]-5-oxopentanoyl]amino]-4-carboxybutyl]carbonimidoyl]azanide",992.0,440.0,1960.0,-3.0,70,12,19,28
146159732,"(6R,24S)-21,24-dihydroxy-5',11,13,22-tetramethyl-6'-propan-2-ylspiro[3,7,19-trioxatetracyclo[15.6.1.14,8.020,24]pentacosa-10,14,16,22-tetraene-6,2'-oxane]-2-one",556.7,94.5,1090.0,4.1,40,2,7,1
156963511,"(10E,14E,16E)-21,24-dihydroxy-5',11,13,22-tetramethyl-6'-propan-2-ylspiro[3,7,19-trioxatetracyclo[15.6.1.14,8.020,24]pentacosa-10,14,16,22-tetraene-6,2'-oxane]-2-one",556.7,94.5,1090.0,4.1,40,2,7,1
86287400,"Milbemycin B,5-O-demethyl-28-deoxy-25-[(1E)-1,3-dimethyl-1-butenyl]-6,28-epoxy-23-(methoxyimino)-, (6R,23E,25S)-",639.8,116.0,1340.0,4.3,46,2,9,3
101282728,"(1R,4S,5'S,6R,6'R,8R,10Z,13R,14Z,16Z,20R,21R,24S)-21,24-dihydroxy-6'-isopropyl-5',11,13,22-tetramethyl-spiro[3,7,19-trioxatetracyclo[15.6.1.14,8.020,24]pentacosa-10,14,16,22-tetraene-6,2'-tetrahydropyran]-2-one",556.7,94.5,1090.0,4.1,40,2,7,1
19977704,CID 19977704,199.17,102.0,193.0,,12,4,5,4
133562728,"(1S,4R,5'R,6S,6'S,8S,10E,13S,14E,16E,20S,21S,24R)-21,24-dihydroxy-5',11,13,22-tetramethyl-6'-propan-2-ylspiro[3,7,19-trioxatetracyclo[15.6.1.14,8.020,24]pentacosa-10,14,16,22-tetraene-6,2'-oxane]-2-one",556.7,94.5,1090.0,4.1,40,2,7,1
16180,"2,4-D-Dimethylammonium",266.12,58.6,189.0,,16,2,4,3
17531,Azinphos-Ethyl,345.4,121.0,439.0,3.4,21,0,7,7
153909,Tribenuron-methyl,395.4,149.0,639.0,1.2,27,1,9,6
10788,Dazomet,162.3,63.9,126.0,1.3,9,0,3,0
3036,"1-Chloro-4-(2,2,2-trichloro-1-(4-chlorophenyl)ethyl)benzene",354.5,0.0,250.0,6.9,19,0,0,2
7328,Dichlofenthion,315.15,59.8,270.0,5.1,17,0,4,6
5366546,Methoprene,310.5,35.5,378.0,5.5,22,0,3,11
2723,"4-Chloro-3,5-dimethylphenol",156.61,20.2,104.0,2.0,10,1,1,0
7541,Anilazine,275.5,50.7,221.0,3.0,16,1,4,2
12968,Eptam,189.32,45.6,122.0,3.2,12,0,2,6
12932,Bensulide,397.5,130.0,471.0,4.2,23,1,7,10
25550,"2,3,5-Trimethylphenyl Methylcarbamate",193.24,38.3,205.0,2.5,14,1,2,2
24203,"Sodium Phosphate, Dibasic",141.959,83.4,46.5,,7,1,4,0
6931,4-Nitro-3-trifluoromethylphenol,207.11,66.1,225.0,2.8,14,1,6,0
8330,"1,2,4,5-Tetrachloro-3-nitrobenzene",260.899,45.8,195.0,3.9,13,0,2,0
560256,Sodium Dimethyldithiocarbamate,143.21,36.3,64.0,,7,0,2,0
11954021,Chlordane,409.8,0.0,459.0,4.9,18,0,0,0
19395,Sulfotep,322.3,110.0,252.0,3.9,17,0,7,10
21330,Oxycarboxin,267.3,80.9,455.0,0.7,18,1,4,2
516951,Monobasic potassium phosphate,136.086,80.6,61.9,,6,2,4,0
28292,Edifenphos,310.4,76.9,276.0,3.8,19,0,4,6
31225,2-Phenylethyl propionate,178.23,26.3,148.0,2.8,13,0,2,5
15546,Chloridazon,221.64,58.7,332.0,0.8,15,1,3,1
73281,Nicosulfuron,410.4,161.0,642.0,0.6,28,2,9,6
77797,Volcano,527.2,54.6,763.0,5.6,31,1,20,9
24723,Demeton-S,258.3,86.1,168.0,2.3,14,0,5,9
52999,Metsulfuron-methyl,381.37,158.0,609.0,1.5,26,2,9,6
8393,Isolan,211.26,47.4,231.0,1.4,15,0,3,3
6621,Sulphenone,252.72,42.5,306.0,3.1,16,0,2,2
5367650,"11-Tetradecenyl acetate, (11E)-",254.41,26.3,209.0,5.9,18,0,2,13
7362,Furfural,96.08,30.2,70.5,0.4,7,0,2,1
89594,Nicotine,162.23,16.1,147.0,1.2,12,0,2,1
73670,Clofentezine,303.1,51.6,280.0,3.2,20,0,4,2
16683004,Fenbutatin oxide,1052.7,9.2,1070.0,,63,0,1,20
6624,"1,1-Bis(4-chlorophenyl)ethanol",267.1,20.2,219.0,2.8,17,1,1,2
8540,Dinex,266.25,112.0,345.0,4.3,19,1,5,1
4173,Metronidazole,171.15,83.9,170.0,0.0,12,1,4,2
637566,Geraniol,154.25,20.2,150.0,2.9,11,1,1,4
3423265,Sodium Lauryl Sulfate,288.38,74.8,249.0,,18,0,4,12
6643,4-tert-Pentylphenol,164.24,20.2,132.0,3.9,12,1,1,2
6143,M-Cumenyl Methylcarbamate,193.24,38.3,192.0,2.6,14,1,2,3
980,4-Nitrophenol,139.11,66.1,123.0,1.9,10,1,3,0
180,Acetone,58.08,17.1,26.3,-0.1,4,0,1,0
5280795,Vitamin D3,384.6,20.2,610.0,7.9,28,1,1,6
31657,Oxamyl,219.26,96.3,253.0,-0.5,14,1,5,4
517202,Troclosene sodium,219.94,76.0,257.0,,12,0,3,0
13783,Dinobuton,326.3,127.0,443.0,4.3,23,0,7,6
17693,Cypromid,230.09,29.1,230.0,3.8,14,1,1,2
1004,Phosphoric Acid,97.995,77.8,49.8,-2.1,5,3,4,0
6348,Carbon Disulfide,76.15,64.2,18.3,2.1,3,0,2,0
28145,Ammonium silicofluoride,178.153,2.0,62.7,,9,2,7,0
30859,Chlorthiophos I,361.2,85.1,312.0,6.0,19,0,5,7
2969,Decanoic Acid,172.26,37.3,110.0,4.1,12,1,2,8
3485,Glutaraldehyde,100.12,34.1,51.1,-0.5,7,0,2,4
11,"1,2-Dichloroethane",98.96,0.0,6.0,1.5,4,0,0,1
11057,Crystal Violet,408.0,9.5,542.0,,29,0,3,4
16559,Lenacil,234.29,49.4,394.0,1.7,17,1,2,1
12463,"1,2,3,4-Tetrachlorobenzene",215.9,0.0,102.0,4.6,10,0,0,0
11091168,Orthosulfamuron,424.4,160.0,657.0,1.6,29,3,9,7
8378,Neomycin,614.6,353.0,872.0,-9.0,42,13,19,9
16774,Prothoate,285.4,105.0,251.0,2.5,16,1,5,8
243,Benzoic Acid,122.12,37.3,103.0,1.9,9,1,2,1
938,Nicotinic Acid,123.11,50.2,114.0,0.4,9,1,3,1
5430,Thiabendazole,201.25,69.8,212.0,2.5,14,1,3,1
5564,Triclosan,289.5,29.5,252.0,5.0,17,1,2,2
2723790,Thiourea,76.12,84.1,29.0,-0.8,4,2,1,0
8158,Nonanoic Acid,158.24,37.3,99.7,3.5,11,1,2,7
7456,Methylparaben,152.15,46.5,136.0,2.0,11,1,3,2
19649,Streptomycin,581.6,336.0,940.0,-8.0,40,12,15,9
5971,Allyl Isothiocyanate,99.16,44.5,81.5,2.4,6,0,2,2
1118,Sulfuric Acid,98.08,83.0,81.3,-1.4,5,2,4,0
445070,Farnesol,222.37,20.2,265.0,4.8,16,1,1,7
23665760,Sodium Hypochlorite,74.44,23.1,4.8,,3,0,1,0
768,Hydrogen Cyanide,27.025,23.8,10.0,0.1,2,0,1,0
1176,Urea,60.056,69.1,29.0,-1.4,4,2,1,0
445639,Oleic Acid,282.5,37.3,234.0,6.5,20,1,2,15
1140,Toluene,92.14,0.0,42.0,2.7,7,0,0,0
697993,2-Mercaptobenzothiazole,167.3,69.4,158.0,2.4,10,1,2,0
807,Iodine,253.808,0.0,0.0,1.7,2,0,0,0
1030,Propylene Glycol,76.09,40.5,20.9,-0.9,5,2,2,1
6228,Dimethylformamide,73.09,20.3,33.9,-1.0,5,0,1,0
638011,Citral,152.23,17.1,171.0,3.0,11,0,1,4
8425,Chlorophene,218.68,20.2,189.0,4.0,15,1,1,2
7175,Propylparaben,180.2,46.5,160.0,3.0,13,1,3,4
8134,Diethylene Glycol Monomethyl Ether,120.15,38.7,38.7,-0.9,8,1,3,5
7847,Acrolein,56.06,17.1,30.3,0.0,4,0,1,1
25670,Terbufos,288.4,101.0,206.0,4.5,15,0,5,8
3314,Eugenol,164.2,29.5,145.0,2.0,12,1,2,3
338,Salicylic Acid,138.12,57.5,133.0,2.3,10,2,3,1
931,Naphthalene,128.169,0.0,80.6,3.3,10,0,0,0
176,Acetic Acid,60.05,37.3,31.0,-0.2,4,1,2,0
887,Methanol,32.042,20.2,2.0,-0.5,2,1,1,0
441207,Digitoxin,764.9,183.0,1410.0,2.3,54,5,13,7
7184,Butylparaben,194.23,46.5,171.0,3.6,14,1,3,5
5943,Carbon Tetrachloride,153.8,0.0,19.1,2.8,5,0,0,0
402,Hydrogen Sulfide,34.08,1.0,0.0,0.5,1,1,1,0
9271,Isobenzan,411.7,9.2,425.0,4.6,18,0,1,0
727,Hexachlorocyclohexane,290.8,0.0,104.0,3.8,12,0,0,0
5333,Sulfanilamide,172.21,94.6,211.0,-0.6,11,2,4,1
996,Phenol,94.11,20.2,46.1,1.5,7,1,1,0
7108,Phenothiazine,199.27,37.3,186.0,4.2,14,1,2,0
612,Lactic Acid,90.08,57.5,59.1,-0.7,6,2,3,1
15997,"2,4-D, butoxypropyl ester",335.2,44.8,289.0,4.6,21,0,4,11
204,Allantoin,158.12,113.0,225.0,-2.2,11,4,3,1
444972,Fumaric Acid,116.07,74.6,119.0,-0.3,8,2,4,2
31404,"2,6-Di-tert-butyl-4-methylphenol",220.35,20.2,207.0,5.3,16,1,1,2
3293,Ethoxyquin,217.31,21.3,282.0,3.1,16,1,2,2
1049,Pyridine,79.1,12.9,30.9,0.7,6,0,1,0
957,1-Octanol,130.229,20.2,43.8,3.0,9,1,1,6
802,Indole-3-Acetic Acid,175.18,53.1,205.0,1.4,13,2,2,2
7618,Triethanolamine,149.19,63.9,55.7,-1.0,10,3,4,6
8857,Ethyl Acetate,88.11,26.3,49.5,0.7,6,0,2,2
3037,Dichlorophen,269.12,40.5,226.0,4.3,17,2,2,2
8025,Ethyl formate,74.08,26.3,26.1,0.5,5,0,2,2
43234,Propiconazole,342.2,49.2,377.0,3.5,22,0,4,5
5634,Undecylenic Acid,184.27,37.3,141.0,3.9,13,1,2,9
313,Hydrochloric Acid,36.46,0.0,0.0,0.8,1,1,0,0
23716429,Potassium Ricinoleate,336.6,60.4,267.0,,22,1,3,15
753,Glycerol,92.09,60.7,25.2,-1.8,6,3,3,2
241,Benzene,78.11,0.0,15.5,2.1,6,0,0,0
2735045,Potassium ethylxanthate,160.3,42.3,56.9,,7,0,3,2
798,Indole,117.15,15.8,101.0,2.1,9,1,0,0
5054,Resorcinol,110.11,40.5,64.9,0.8,8,2,2,0
5770,Reserpine,608.7,118.0,1000.0,4.0,44,1,10,10
1548943,Capsaicin,305.4,58.6,341.0,3.6,22,2,3,9
5281,Stearic Acid,284.5,37.3,202.0,7.4,20,1,2,16
3102,Benzophenone,182.22,17.1,165.0,3.4,14,0,1,2
3830,Kinetin,215.21,79.6,239.0,1.0,16,2,5,3
6291,Mestranol,310.4,29.5,519.0,4.0,23,1,2,2
4133,Methyl Salicylate,152.15,46.5,144.0,2.3,11,1,3,2
6989,Thymol,150.22,20.2,120.0,3.3,11,1,1,1
284,Formic Acid,46.025,37.3,10.3,-0.2,3,1,2,0
700,Ethanolamine,61.08,46.3,10.0,-1.3,4,2,2,1
2707,Chloral Hydrate,165.4,40.5,56.4,1.0,7,2,2,0
342,M-Cresol,108.14,20.2,70.8,2.0,8,1,1,0
8478,Benzethonium Chloride,448.1,18.5,466.0,,31,0,3,12
6780,Anthraquinone,208.21,34.1,261.0,3.4,16,0,2,0
174,Ethylene Glycol,62.07,40.5,6.0,-1.4,4,2,2,1
8133,2-Butoxyethanol,118.17,29.5,37.5,0.8,8,1,2,5
10364,Carvacrol,150.22,20.2,120.0,3.1,11,1,1,1
8815,Estragole,148.2,9.2,112.0,3.4,11,0,1,3
222,Ammonia,17.031,1.0,0.0,-0.7,1,1,1,0
4101,Hexamethylenetetramine,140.19,13.0,84.8,0.3,10,0,4,0
441071,Strychnine,334.4,32.8,689.0,1.9,25,0,3,0
8019,2-Methoxyethanol,76.09,29.5,14.4,-0.8,5,1,2,2
6590,Isobutyric Acid,88.11,37.3,56.6,0.8,6,1,2,1
6575,Trichloroethylene,131.38,0.0,42.9,2.6,5,0,0,0
4650,Quinone,108.09,34.1,149.0,0.2,8,0,2,0
6049,Ethylenediaminetetraacetic Acid,292.24,156.0,315.0,-5.9,20,4,10,11
31373,Tetrachloroethylene,165.8,0.0,55.6,3.4,6,0,0,0
8174,1-Decanol,158.28,20.2,61.9,4.6,11,1,1,8
24261,Silica,60.084,34.1,18.3,,3,0,2,0
14145,Dichlofluanid,333.2,74.3,367.0,3.6,18,0,6,5
27982,Ethephon,144.49,57.5,86.9,-1.0,7,2,3,2
7870,Hexylene Glycol,118.17,40.5,68.9,0.3,8,2,2,2
24502,Potassium Dichromate,294.18,124.0,194.0,,11,0,7,0
14119,Mobam,207.25,66.6,222.0,2.5,14,1,3,2
156614068,Dinocap,368.4,122.0,304.0,,26,1,7,8
1727,4-Aminopyridine,94.11,38.9,48.0,0.3,7,1,2,0
244,Benzyl Alcohol,108.14,20.2,55.4,1.1,8,1,1,1
679,Dimethyl Sulfoxide,78.14,36.3,29.0,-0.6,4,0,2,0
441140,Griseofulvin,352.8,71.1,575.0,2.2,24,0,6,3
517055,Sodium Benzoate,144.1,40.1,108.0,,10,0,2,1
637511,Cinnamaldehyde,132.16,17.1,121.0,1.9,10,0,1,2
11487,Diphenylamine,169.22,12.0,116.0,3.5,13,1,1,2
7956,Cyanuric acid,129.07,87.3,135.0,-1.2,9,3,3,0
7839,"1,2-Dibromoethane",187.86,0.0,6.0,2.0,4,0,0,1
8103,1-Hexanol,102.17,20.2,27.4,2.0,7,1,1,4
7771,"2,4-Dimethylphenol",122.16,20.2,90.6,2.3,9,1,1,0
637563,Anethole,148.2,9.2,121.0,3.3,11,0,1,2
1639,Amitrole,84.08,67.6,44.8,-0.4,6,2,3,0
1254,Menthol,156.26,20.2,120.0,3.0,11,1,1,1
8067,1-Pentanethiol,104.22,1.0,19.9,2.3,6,1,1,3
23558,Didecyldimethylammonium Chloride,362.1,0.0,200.0,,24,0,1,18
61938,Butoxycarboxim,222.26,93.2,328.0,-0.1,14,1,5,4
22311,1-Methyl-4-Prop-1-En-2-Ylcyclohexene,136.23,0.0,163.0,3.4,10,0,0,1
323,Coumarin,146.14,26.3,196.0,1.4,11,0,2,0
978,4-Aminobenzoic Acid,137.14,63.3,128.0,0.8,10,2,3,1
311,Citric Acid,192.12,132.0,227.0,-1.7,13,4,7,5
3026,Dibutyl Phthalate,278.34,52.6,271.0,4.7,20,0,4,10
6115,Aniline,93.13,26.0,46.1,0.9,7,1,1,0
1923,8-Hydroxyquinoline,145.16,33.1,138.0,2.0,11,1,2,0
8434,Ethylparaben,166.17,46.5,148.0,2.5,12,1,3,3
8663,2-Naphthol,144.17,20.2,133.0,2.7,11,1,1,0
784,Hydrogen Peroxide,34.015,40.5,0.0,-0.9,2,2,2,0
8003,Pentane,72.15,0.0,7.5,3.4,5,0,0,2
7127,Methyleugenol,178.23,18.5,156.0,2.5,13,0,2,4
7858,Allyl Alcohol,58.08,20.2,17.2,0.2,4,1,1,1
6354,Ethylene Oxide,44.05,12.5,10.3,-0.1,3,0,1,0
23667639,Dikegulac-sodium,296.25,86.3,424.0,,20,0,7,1
1032,Propionic Acid,74.08,37.3,40.2,0.3,5,1,2,1
712,Formaldehyde,30.026,17.1,2.0,1.2,2,0,1,0
213013,Boscalid,343.2,42.0,398.0,4.9,23,1,2,3
9864,Cyanamide,42.04,49.8,29.3,-0.3,3,1,2,0
8117,Diethylene Glycol,106.12,49.7,26.1,-1.3,7,2,3,4
6344,Dichloromethane,84.93,0.0,2.8,1.5,3,0,0,0
6325,Ethylene,28.05,0.0,0.0,1.2,2,0,0,0
643460,Sorbic Acid,112.13,37.3,122.0,1.3,8,1,2,2
6212,Chloroform,119.37,0.0,8.0,2.3,4,0,0,0
300,Chloroacetic Acid,94.5,37.3,42.9,0.2,5,1,2,1
8172,Triethylene Glycol,150.17,58.9,49.7,-1.6,10,2,4,7
17100,Alpha-Terpineol,154.25,20.2,168.0,1.8,11,1,1,1
24268,Sodium Nitrate,84.995,62.9,18.8,,5,0,3,0
5977,Chlorobutanol,177.45,20.2,83.8,2.0,8,1,1,0
2365,Beta-Propiolactone,72.06,26.3,57.9,-0.2,5,0,2,0
6466,(+)-Gibberellic Acid,346.4,104.0,772.0,0.2,25,3,6,1
7865,Methyl formate,60.05,26.3,18.0,0.0,4,0,2,1
5881,Dehydroepiandrosterone,288.4,37.3,508.0,3.2,21,1,2,0
6585,Peracetic Acid,76.05,46.5,40.2,-0.4,5,1,3,1
971,Oxalic Acid,90.03,74.6,71.5,-0.3,6,2,4,1
2682,Cetyl Alcohol,242.44,20.2,123.0,7.3,17,1,1,14
8305,Tetradifon,356.0,42.5,400.0,5.1,19,0,2,2
21803,Chlorpyrifos-methyl,322.5,72.7,278.0,4.3,16,0,5,4
6326970,Selenium,78.97,0.0,0.0,,1,0,0,0
15531,Bromoxynil,276.91,44.0,176.0,3.5,11,1,2,0
16945,Mirex,545.5,0.0,567.0,5.3,22,0,0,0
62097,3-Iodo-2-propynyl butylcarbamate,281.09,38.3,192.0,2.1,12,1,2,5
13290,Methoprotryne,271.39,97.3,220.0,2.8,18,2,7,8
24943,Magnesium arsenate,350.75,173.0,36.8,,13,0,8,0
